equipmentName,originalKdmName,itemType,slot,weaponType,tier,rarity,cardId,cardName,cost,type,shortEffect,fullEffect,tags,damage,breakDamage,statusApplied,targetProfile,quirk,sourceEquipmentName,sourceOriginalName,equipmentIndex,mechanicalSignature,previousTargetProfile,universalTargeting,universalTargetingNote,colorAffinity,colorAffinityName,colorAffinitySource,canonicalQuarryId,canonicalQuarryName,weaponStrategyId,weaponStrategyName,weaponRampResource,weaponPayoffPattern,weaponStrategyNote,cardCopyEligible,baseCopiesFromOneItem,maxCopiesFromOneItem,extraCopiesUnlockableFromOneItem,copyTrainingTrackKey,copyProgressTrigger,copy2Unlock,copy3Unlock,copyLimitRule,copyAuditStatus,block,opensWeakPoint,firstCounterFree,mechanicFlags,testBonus,archiveAfterUse,consequenceReduction,salvage,prepared,panicGain,phaseRestriction,partyBlock,panicClear,duplicateCorrectionApplied,reveal,statusReduced,reduction,exhaust,guarded,grantedByEquippedArmourSets,conditionalCost,grantedByArmourSet,setId,setCompletePiecesRequired,grantedByAffinity,affinityThresholdRequired
Hide Skirt,LEATHER SKIRT,legs,waist,armor,early,common,hideSkirtFittedPlate,Hide Skirt — Fitted Plate,1,reaction,"After damage is previewed, prevent 6 damage. Then give the next ally Guarded 1. If you blocked this round, draw 1 then discard 1.","After incoming damage is previewed, prevent 6 damage with the waist slot. Then the next ally gains Guarded 1. If you already played an attack this turn, add +1 damage or +1 block. If you already blocked this round, draw 1 then discard 1.","['Defensive', 'Party', 'WoundCare', 'Reaction']",,,{},,followUp+blockLoot,Hide Skirt,LEATHER SKIRT,178,e161a073bb31,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,blue,Blue,equipment,,Settlement,,,,,,True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,6,,,,,,,,,,,1,,True,,,,,,['Hide Armour'],,,,,,
Hunter Beast Katar,LION BEAST KATAR,weapon,weapon,katar,early,uncommon,hunterBeastKatarOpeningCut,Hunter Beast Katar — Opening Cut,0,attack,Deal 4 damage. Apply Bleed 3.,"Deal 4 damage with Hunter Beast Katar. Apply Bleed 3. If this would drop you to 0 HP, resolve the card first, then die if still at 0 HP.","['Quick', 'Predator', 'Precise', 'Attack']",4,2,{'Bleed': 3},Any valid target,lastLight,Hunter Beast Katar,LION BEAST KATAR,179,49e90885ca30,White Lion,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,red,Red,equipment,paleHuntLion,Pale Hunt Lion,bleedStatus,Status Stack,Status tokens,"Repeat hits, low-cost attacks and status riders.","Stack Bleed, Poison, Burn, Shock or Snared until the quarry buckles under pressure.",True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunter Beast Katar,LION BEAST KATAR,weapon,weapon,katar,early,uncommon,hunterBeastKatarTechnique,Hunter Beast Katar — Technique,2,skill,"Prepare a crossing slash; if the quarry has Bleed, add +2 damage. Also gain 3 block. Gain Guarded 1 if first card this turn.","Prepare a crossing slash; if the quarry has Bleed, add +2 damage. Gain 3 block. If this would drop you to 0 HP, resolve the card first, then die if still at 0 HP. If this is your first card this turn, gain Guarded 1.","['Quick', 'Predator', 'Precise', 'Setup']",,,{'Guarded': 1},,lastLight+firstCardGuarded,Hunter Beast Katar,LION BEAST KATAR,179,239e6b9664ff,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,red,Red,equipment,paleHuntLion,Pale Hunt Lion,bleedStatus,Status Stack,Status tokens,"Repeat hits, low-cost attacks and status riders.","Stack Bleed, Poison, Burn, Shock or Snared until the quarry buckles under pressure.",True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,3,True,False,,,,,,,,,,,True,,,,,,,,,,,,
Hunter Beast Katar,LION BEAST KATAR,weapon,weapon,katar,early,uncommon,hunterBeastKatarPayoff,Hunter Beast Katar — Payoff,2,attack,"Deal 7 damage and 3 break damage. If this breaks a weak point, resolve Bleed 2 and the lastLight rider.","Deal 7 damage and 3 break damage. If the weak point breaks, apply Bleed 2 and resolve: If this would drop you to 0 HP, resolve the card first, then die if still at 0 HP.","['Quick', 'Predator', 'Precise', 'Payoff', 'WeakPoint']",7,3,{'Bleed': 2},Any valid target,lastLight,Hunter Beast Katar,LION BEAST KATAR,179,8bb761babcab,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,red,Red,equipment,paleHuntLion,Pale Hunt Lion,bleedStatus,Status Stack,Status tokens,"Repeat hits, low-cost attacks and status riders.","Stack Bleed, Poison, Burn, Shock or Snared until the quarry buckles under pressure.",True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,"{'countsAsCounter': False, 'firstCounterFree': False}",,,,,,,,,,,,,,,,,,,,,,
Hunter Headdress,LION HEADDRESS,head,head,armor,early,uncommon,hunterHeaddressBrace,Hunter Headdress — Brace,1,skill,"Gain 2 block and Guarded 1. If hit before your next turn, reduce Bleed or Panic by 1. +1 damage if quarry is Marked.","Gain 2 block and Guarded 1. If the next monster hit lands before your next turn, reduce Bleed or Panic by 1 after damage. If the quarry is Marked, draw 1 then discard 1. If the quarry is Marked, add +1 damage.","['Defensive', 'Party', 'WoundCare']",,,{},,marked+markedBonusDamage,Hunter Headdress,LION HEADDRESS,180,eeecd3b2ab39,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,blue,Blue,equipment,paleHuntLion,Pale Hunt Lion,,,,,,True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,2,,,,,,,,,,,,,True,,Bleed,,,1,,,,,,,
Hunter Headdress,LION HEADDRESS,head,head,armor,early,uncommon,hunterHeaddressFittedPlate,Hunter Headdress — Fitted Plate,1,reaction,"After damage is previewed, prevent 3 damage. Then give the next ally Guarded 1. +1 damage if quarry is Marked.","After incoming damage is previewed, prevent 3 damage with the head slot. Then the next ally gains Guarded 1. If the quarry is Marked, draw 1 then discard 1. If the quarry is Marked, add +1 damage.","['Defensive', 'Party', 'WoundCare', 'Reaction']",,,{},,marked+markedBonusDamage,Hunter Headdress,LION HEADDRESS,180,51a620384eea,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,blue,Blue,equipment,paleHuntLion,Pale Hunt Lion,,,,,,True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,3,,,,,,,,,,,1,,True,,,,,,,,,,,,
Hunter Skin Cloak,LION SKIN CLOAK,body,body,armor,early,uncommon,hunterSkinCloakBrace,Hunter Skin Cloak — Brace,1,skill,"Gain 3 block and Guarded 2. If hit before your next turn, reduce Bleed or Panic by 1.","Gain 3 block and Guarded 2. If the next monster hit lands before your next turn, reduce Bleed or Panic by 1 after damage. If you have Guarded, convert 1 Guarded into +2 damage.","['Defensive', 'Party', 'WoundCare']",,,,,guarded,Hunter Skin Cloak,LION SKIN CLOAK,181,5291bb9b008b,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,blue,Blue,equipment,paleHuntLion,Pale Hunt Lion,,,,,,True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,3,,,,,,,,,,,,,,,Bleed,,,2,,,,,,,
Hunter Skin Cloak,LION SKIN CLOAK,body,body,armor,early,uncommon,hunterSkinCloakFittedPlate,Hunter Skin Cloak — Fitted Plate,2,reaction,"After damage is previewed, prevent 5 damage. Then give the next ally Guarded 1. Gain Dodge 1 if you have no Dodge.","After incoming damage is previewed, prevent 5 damage with the body slot. Then the next ally gains Guarded 1. If you have Guarded, convert 1 Guarded into +2 damage. If you have no Dodge, gain Dodge 1 after resolving.","['Defensive', 'Party', 'WoundCare', 'Reaction']",,,{'Dodge': 1},,guarded+dodgeAfter,Hunter Skin Cloak,LION SKIN CLOAK,181,1d4120b5e470,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,blue,Blue,equipment,paleHuntLion,Pale Hunt Lion,,,,,,True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,5,,,,,,,,,,,1,,True,,,,,,,,,,,,
Hunter Slayer Cape,LION SLAYER CAPE,weapon,head,grandWeapon,early,uncommon,hunterSlayerCapeOpeningStrike,Hunter Slayer Cape — Opening Strike,2,attack,Deal 5 damage. Apply Bleed 3.,"Deal 5 damage with Hunter Slayer Cape. Apply Bleed 3. If the quarry is below half HP, add +1 break damage.","['Heavy', 'Brutal', 'Guardbreaker', 'Attack']",5,5,{'Bleed': 3},Any valid target,bloodied,Hunter Slayer Cape,LION SLAYER CAPE,182,eb96113279e3,White Lion,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,red,Red,equipment,paleHuntLion,Pale Hunt Lion,heavyBreaker,Heavy Breaker,Energy / setup / exposed target,"High base damage, break damage and guard stripping.","Build slowly into huge single hits, guard breaks and expensive attacks.",True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunter Slayer Cape,LION SLAYER CAPE,weapon,head,grandWeapon,early,uncommon,hunterSlayerCapeTechnique,Hunter Slayer Cape — Technique,1,skill,Brace and telegraph; next hit gains Stagger and +2 break damage. Also gain 3 block.,"Brace and telegraph; next hit gains Stagger and +2 break damage. Gain 3 block. If the quarry is below half HP, add +1 break damage.","['Heavy', 'Brutal', 'Guardbreaker', 'Setup']",,,,,bloodied,Hunter Slayer Cape,LION SLAYER CAPE,182,11009b5ab08d,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,red,Red,equipment,paleHuntLion,Pale Hunt Lion,heavyBreaker,Heavy Breaker,Energy / setup / exposed target,"High base damage, break damage and guard stripping.","Build slowly into huge single hits, guard breaks and expensive attacks.",True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,3,True,False,,,,,,,,,,,,,,,,,,,,,,,
Hunter Slayer Cape,LION SLAYER CAPE,weapon,head,grandWeapon,early,uncommon,hunterSlayerCapePayoff,Hunter Slayer Cape — Payoff,3,attack,"Deal 10 damage and 6 break damage. If this breaks a weak point, resolve Bleed 2 and the bloodied rider.","Deal 10 damage and 6 break damage. If the weak point breaks, apply Bleed 2 and resolve: If the quarry is below half HP, add +1 break damage.","['Heavy', 'Brutal', 'Guardbreaker', 'Payoff', 'WeakPoint']",10,6,{'Bleed': 2},Any valid target,bloodied,Hunter Slayer Cape,LION SLAYER CAPE,182,ca0f8996fc25,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,red,Red,equipment,paleHuntLion,Pale Hunt Lion,heavyBreaker,Heavy Breaker,Energy / setup / exposed target,"High base damage, break damage and guard stripping.","Build slowly into huge single hits, guard breaks and expensive attacks.",True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,"{'countsAsCounter': False, 'firstCounterFree': False}",,,,,,,,,,,,,,,,,,,,,,
Hunter's Roar (Hunt Phase),LION'S ROAR (HUNT PHASE),tool,tool,tool,early,uncommon,hunterSRoarHuntPhaseUse,Hunter's Roar (Hunt Phase) — Use,0,skill,"Gain +1 to the next harvest, retreat, or weak-point test. If it fails, apply Snared 1 to the quarry or clear it from a survivor. Gain Guarded 1 if first card this turn.","Gain +1 to the next harvest, retreat, or weak-point test linked to this equipment. On failure, either apply Snared 1 to the quarry or clear that status from a survivor. On a failed harvest, keep one common fallback material. If this is your first card this turn, gain Guarded 1.","['Tool', 'Harvest', 'Retreat']",,,"{'Snared': 1, 'Guarded': 1}",,salvage+firstCardGuarded,Hunter's Roar (Hunt Phase),LION'S ROAR (HUNT PHASE),183,6710aa3564ee,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,purple,Purple,equipment,,Settlement,,,,,,True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,,1,False,,,,,,,,True,,,,,,,,,,,,
Hunter's Roar (Hunt Phase),LION'S ROAR (HUNT PHASE),tool,tool,tool,early,uncommon,hunterSRoarHuntPhaseContingency,Hunter's Roar (Hunt Phase) — Contingency,0,reaction,"When a hunt or monster consequence is previewed, reduce it by 1; on retreat, preserve 2 gathered resource. Gain Dodge 1 if you have no Dodge.","When a hunt event, retreat roll, or monster consequence is previewed, reduce the penalty by 1. If retreating, preserve 2 gathered resource. On a failed harvest, keep one common fallback material. If you have no Dodge, gain Dodge 1 after resolving.","['Tool', 'Harvest', 'Retreat']",,,{'Dodge': 1},,salvage+dodgeAfter,Hunter's Roar (Hunt Phase),LION'S ROAR (HUNT PHASE),183,236329f7cb40,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,purple,Purple,equipment,,Settlement,,,,,,True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,,,,1,2,,,,,,True,,,,,,,,,,,,
Hunter's Roar (Showdown Phase),LION'S ROAR (SHOWDOWN PHASE),tool,tool,tool,early,uncommon,hunterSRoarShowdownPhaseUse,Hunter's Roar (Showdown Phase) — Use,1,skill,"Gain +2 to the next harvest, retreat, or weak-point test. If it fails, apply Shock 1 to the quarry or clear it from a survivor. +1 damage if quarry is Marked.","Gain +2 to the next harvest, retreat, or weak-point test linked to this equipment. On failure, either apply Shock 1 to the quarry or clear that status from a survivor. If this is the only card you play this turn, gain +2 block. If the quarry is Marked, add +1 damage.","['Tool', 'Harvest', 'Retreat']",,,{'Shock': 1},,stance+markedBonusDamage,Hunter's Roar (Showdown Phase),LION'S ROAR (SHOWDOWN PHASE),184,709055250d7e,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,purple,Purple,equipment,,Settlement,,,,,,True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,,2,False,,,,,,,,True,,,,,,,,,,,,
Hunter's Roar (Showdown Phase),LION'S ROAR (SHOWDOWN PHASE),tool,tool,tool,early,uncommon,hunterSRoarShowdownPhaseContingency,Hunter's Roar (Showdown Phase) — Contingency,1,reaction,"When a hunt or monster consequence is previewed, reduce it by 2; on retreat, preserve 1 gathered resource. Gain Dodge 1 if you have no Dodge.","When a hunt event, retreat roll, or monster consequence is previewed, reduce the penalty by 2. If retreating, preserve 1 gathered resource. If this is the only card you play this turn, gain +2 block. If you have no Dodge, gain Dodge 1 after resolving.","['Tool', 'Harvest', 'Retreat']",,,{'Dodge': 1},,stance+dodgeAfter,Hunter's Roar (Showdown Phase),LION'S ROAR (SHOWDOWN PHASE),184,2fec7d81193c,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,purple,Purple,equipment,,Settlement,,,,,,True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,,,,2,1,,,,,,True,,,,,,,,,,,,
Lucky Charm,LUCKY CHARM,charm,charm,charm,early,common,luckyCharmOmen,Lucky Charm — Omen,0,skill,"Peek at the next quarry card or weak-point reward. You may mark it; if you do, gain Panic 1. Cleanse Panic 1. +1 damage if quarry is Marked.","Peek at the next quarry AI, hit-location or weak-point reward, depending on screen. You may mark it. If marked, gain Panic 1. After use, Exhaust this equipment until the next monster turn. After resolving, cleanse Panic 1 from yourself. If the quarry is Marked, add +1 damage.","['Charm', 'Passive', 'Survival']",,,{},,exhaust+cleansePanic+markedBonusDamage,Lucky Charm,LUCKY CHARM,185,f9f6c64c0ea9,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,purple,Purple,equipment,,Settlement,,,,,,True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,,,,,,,1,,,,True,1,,,,,,,,,,,
Lucky Charm,LUCKY CHARM,charm,charm,charm,early,common,luckyCharmGlimmer,Lucky Charm — Glimmer,0,reaction,"When Blind or a hunt consequence would affect you, reduce it by 3; exhaust this charm.","When Blind, Panic, or a hunt consequence would affect this survivor, reduce it by 3; exhaust this charm until the next settlement phase. After use, Exhaust this equipment until the next monster turn.","['Charm', 'Passive', 'Survival']",,,,,exhaust,Lucky Charm,LUCKY CHARM,185,7689eeba4f54,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,purple,Purple,equipment,,Settlement,,,,,,True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,,,,,,,,,,,,,Blind,3,True,,,,,,,,
Man Visage,MAN MASK,charm,head,charm,mid,uncommon,manVisageOmen,Man Visage — Omen,0,skill,"Peek at the next quarry card or weak-point reward. You may mark it; if you do, gain Panic 1. Gain Dodge 1 if you have no Dodge. +1 damage if quarry is Marked.","Peek at the next quarry AI, hit-location or weak-point reward, depending on screen. You may mark it. If marked, gain Panic 1. On a failed harvest, keep one common fallback material. If you have no Dodge, gain Dodge 1 after resolving. If the quarry is Marked, add +1 damage.","['Charm', 'Passive', 'Survival']",,,{'Dodge': 1},,salvage+dodgeAfter+markedBonusDamage,Man Visage,MAN MASK,186,7cc65dbe7f5e,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,blue,Blue,equipment,silkMatriarch,Silk Matriarch,,,,,,True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,,,,,,,1,,,,True,1,,,,,,,,,,,
Man Visage,MAN MASK,charm,head,charm,mid,uncommon,manVisageGlimmer,Man Visage — Glimmer,0,reaction,"When Snared or a hunt consequence would affect you, reduce it by 2; exhaust this charm. Gain Guarded 1 if first card this turn.","When Snared, Panic, or a hunt consequence would affect this survivor, reduce it by 2; exhaust this charm until the next settlement phase. On a failed harvest, keep one common fallback material. If this is your first card this turn, gain Guarded 1.","['Charm', 'Passive', 'Survival']",,,{'Guarded': 1},,salvage+firstCardGuarded,Man Visage,MAN MASK,186,6f727ddc08ef,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,blue,Blue,equipment,silkMatriarch,Silk Matriarch,,,,,,True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,,,,,,,,,,,True,,Snared,2,True,,,,,,,,
Metronome,METRONOME,weapon,weapon,bow,mid,uncommon,metronomeOpeningStrike,Metronome — Opening Strike,1,attack,Deal 4 damage. Apply Exposed 2.,Deal 4 damage with Metronome. Apply Exposed 2. You may gain Panic 1 to increase the listed number by 2.,"['Ranged', 'Marking', 'Precise', 'Attack']",4,2,{'Exposed': 2},Any valid target,panicBrake,Metronome,METRONOME,187,222418449a6a,Rose Knight,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,red,Red,equipment,bloomKnight,Bloom Knight,panicRamp,Panic Furnace,Panic,"Strange attacks, scythes and cards that gain power from Panic or clearing Panic.","Accept or generate Panic, then turn instability into bigger attacks.",True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,,,,,,,,,,,,,,,,,,,,,,,
Metronome,METRONOME,weapon,weapon,bow,mid,uncommon,metronomeTechnique,Metronome — Technique,2,skill,"Mark a wing, eye or distant weak point; ranged attacks ignore Guarded 1. Also gain 3 block. Cleanse Panic 1.","Mark a wing, eye or distant weak point; ranged attacks ignore Guarded 1. Gain 3 block. You may gain Panic 1 to increase the listed number by 2. After resolving, cleanse Panic 1 from yourself.","['Ranged', 'Marking', 'Precise', 'Setup']",,,{},,panicBrake+cleansePanic,Metronome,METRONOME,187,e27be9c45f8b,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,red,Red,equipment,bloomKnight,Bloom Knight,panicRamp,Panic Furnace,Panic,"Strange attacks, scythes and cards that gain power from Panic or clearing Panic.","Accept or generate Panic, then turn instability into bigger attacks.",True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,3,True,False,,,,,,,,,,,True,,,,,,,,,,,,
Metronome,METRONOME,weapon,weapon,bow,mid,uncommon,metronomePayoff,Metronome — Payoff,2,attack,"Deal 8 damage and 3 break damage. If this breaks a weak point, resolve Exposed 1 and the panicBrake rider.","Deal 8 damage and 3 break damage. If the weak point breaks, apply Exposed 1 and resolve: You may gain Panic 1 to increase the listed number by 2.","['Ranged', 'Marking', 'Precise', 'Payoff', 'WeakPoint']",8,3,{'Exposed': 1},Any valid target,panicBrake,Metronome,METRONOME,187,c449f0450230,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,red,Red,equipment,bloomKnight,Bloom Knight,panicRamp,Panic Furnace,Panic,"Strange attacks, scythes and cards that gain power from Panic or clearing Panic.","Accept or generate Panic, then turn instability into bigger attacks.",True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,"{'countsAsCounter': False, 'firstCounterFree': False}",,,,,,,,,,,,,,,,,,,,,,
Monster Grease,MONSTER GREASE,tool,tool,consumable,early,common,monsterGreaseUse,Monster Grease — Use,0,skill,"Gain +3 to the next harvest, retreat, or weak-point test. If it fails, apply Marked 2 to the quarry or clear it from a survivor. Cleanse Panic 1.","Gain +3 to the next harvest, retreat, or weak-point test linked to this equipment. On failure, either apply Marked 2 to the quarry or clear that status from a survivor. The quarry targets this survivor next unless another card redirects it. After resolving, cleanse Panic 1 from yourself.","['Tool', 'Survival', 'Retreat']",,,{'Marked': 2},,bait+cleansePanic,Monster Grease,MONSTER GREASE,188,9a660c587188,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,purple,Purple,equipment,,Settlement,,,,,,True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,,3,True,,,,,,,,True,,,,,,,,,,,,
